OrderID,OrderDate,OrderMonth,FiscalQuarter,CustomerName,CustomerSegment,Industry,Country,Region,SalesRep,ProductCategory,ProductLine,ProductName,Quantity,UnitPrice,DiscountPct,UnitCost,SalesChannel,OrderSource,OrderStatus,FulfillmentRegion,PriorityTier,ContractType,DeploymentModel,SupportPlan,SalesMotion,ContractTermMonths,IsRenewal
850448,2026-03-24,2026-03,FY26-Q1,Harbor Foods,SMB,Consumer Goods,Brazil,Latin America,Quinn Foster,Governance,Catalog,Data Catalog Accelerator,18,5725.00,12,3135.00,Direct,Outbound,Provisioned,Latin America South,Standard,Subscription,Customer Managed,Advanced,Net New,36,No
850449,2026-03-25,2026-03,FY26-Q1,Ion Medical,Enterprise,Healthcare,Singapore,Asia Pacific,Taylor Brooks,Platform,Enablement,Fabric Enablement Bundle,24,8300.00,15,4665.00,Renewal Desk,Inbound,Invoiced,Asia Pacific East,Strategic,Subscription,Hybrid,Premier,Renewal,36,Yes
850450,2026-03-26,2026-03,FY26-Q1,Juniper Telecom,MidMarket,Telecommunications,Australia,Asia Pacific,Morgan Patel,Security,Compliance,Compliance Evidence Hub,35,7975.00,10,4655.00,Partner,Referral,Invoiced,Asia Pacific South,Standard,Subscription,Azure Managed,Essentials,Net New,36,No
850451,2026-03-27,2026-03,FY26-Q1,Kepler Robotics,Enterprise,Technology,Japan,Asia Pacific,Quinn Foster,Lakehouse,Optimization,Delta Optimization Pack,42,6850.00,0,3755.00,Marketplace,Upsell,Active,Asia Pacific East,Priority,Subscription,Azure Managed,Premier,Expansion,24,No
850452,2026-03-28,2026-03,FY26-Q1,Lighthouse Media,SMB,Media,United Kingdom,Europe,Riley Morgan,Governance,Catalog,Data Catalog Accelerator,50,6375.00,8,3340.00,Renewal Desk,Inbound,Invoiced,Europe North,Priority,Subscription,Hybrid,Advanced,Renewal,12,Yes
850453,2026-03-29,2026-03,FY26-Q1,Meridian Mining,Enterprise,Mining,South Africa,Middle East & Africa,Skyler Bennett,Platform,Enablement,Fabric Enablement Bundle,10,7900.00,3,4510.00,Marketplace,Upsell,Booked,Middle East Hub,Priority,Subscription,Azure Managed,Advanced,Net New,36,No
850454,2026-03-30,2026-03,FY26-Q1,Nimbus Hotels,MidMarket,Hospitality,United Arab Emirates,Middle East & Africa,Cameron Kim,Security,Compliance,Compliance Evidence Hub,15,7875.00,1,4555.00,Marketplace,Inbound,Provisioned,Africa South,Standard,Subscription,Customer Managed,Advanced,Expansion,36,No
850455,2026-03-31,2026-03,FY26-Q1,Orchard Biotech,Enterprise,Biotech,United States,North America,Jordan Reyes,Lakehouse,Optimization,Delta Optimization Pack,24,6450.00,15,3660.00,Renewal Desk,Inbound,Renewal Pending,US Central,Priority,Subscription,Customer Managed,Premier,Renewal,36,Yes
850456,2026-04-01,2026-04,FY26-Q2,Pioneer Insurance,MidMarket,Insurance,Canada,North America,Reese Turner,Governance,Catalog,Data Catalog Accelerator,33,5975.00,10,3270.00,Marketplace,Inbound,Provisioned,US East,Standard,Subscription,Azure Managed,Advanced,Expansion,36,No
850457,2026-04-02,2026-04,FY26-Q2,Quantum Freight,Enterprise,Logistics,Germany,Europe,Taylor Brooks,Platform,Enablement,Fabric Enablement Bundle,38,8150.00,17,4400.00,Renewal Desk,Inbound,Renewal Pending,Europe North,Strategic,Subscription,Customer Managed,Premier,Renewal,12,Yes
850458,2026-04-03,2026-04,FY26-Q2,Redwood Capital,Enterprise,Financial Services,United States,North America,Reese Turner,Security,Compliance,Compliance Evidence Hub,45,8425.00,17,4760.00,Direct,Inbound,Invoiced,US West,Strategic,Subscription,Hybrid,Advanced,Net New,24,No
850459,2026-04-04,2026-04,FY26-Q2,Summit Utilities,Public Sector,Utilities,United Kingdom,Europe,Logan Chen,Lakehouse,Optimization,Delta Optimization Pack,7,6600.00,10,3780.00,Partner,Referral,Booked,Europe North,Priority,Subscription,Hybrid,Advanced,Expansion,36,No
850460,2026-04-05,2026-04,FY26-Q2,Tidal Commerce,SMB,Retail,Singapore,Asia Pacific,Skyler Bennett,Governance,Catalog,Data Catalog Accelerator,12,5825.00,11,3080.00,Renewal Desk,Inbound,Renewal Pending,Asia Pacific East,Priority,Subscription,Customer Managed,Essentials,Renewal,12,Yes
850461,2026-04-06,2026-04,FY26-Q2,Umbra Security,MidMarket,Cybersecurity,Israel,Middle East & Africa,Logan Chen,Platform,Enablement,Fabric Enablement Bundle,19,7900.00,3,4425.00,Partner,Referral,Invoiced,Middle East Hub,Standard,Subscription,Hybrid,Essentials,Net New,36,No
850462,2026-04-07,2026-04,FY26-Q2,Vector Mobility,Enterprise,Transportation,Japan,Asia Pacific,Morgan Patel,Security,Compliance,Compliance Evidence Hub,27,8275.00,10,4690.00,Partner,Referral,Invoiced,Asia Pacific South,Strategic,Subscription,Azure Managed,Advanced,Expansion,24,No
850463,2026-04-08,2026-04,FY26-Q2,Westbridge Pharma,Enterprise,Pharmaceuticals,Switzerland,Europe,Skyler Bennett,Lakehouse,Optimization,Delta Optimization Pack,36,6950.00,12,3795.00,Marketplace,Upsell,Provisioned,Europe North,Priority,Subscription,Azure Managed,Premier,Net New,12,No
850464,2026-04-09,2026-04,FY26-Q2,Xenon Labs,SMB,Technology,India,Asia Pacific,Skyler Bennett,Governance,Catalog,Data Catalog Accelerator,36,5975.00,0,3285.00,Partner,Event,Booked,Asia Pacific East,Standard,Subscription,Hybrid,Essentials,Expansion,36,No
850465,2026-04-10,2026-04,FY26-Q2,Yellowtail Resorts,SMB,Hospitality,Mexico,Latin America,Morgan Patel,Platform,Enablement,Fabric Enablement Bundle,5,7900.00,18,4455.00,Renewal Desk,Upsell,Provisioned,Latin America South,Priority,Subscription,Azure Managed,Essentials,Renewal,24,Yes
850466,2026-04-11,2026-04,FY26-Q2,Zenith Public Works,Public Sector,Government,United States,North America,Reese Turner,Security,Compliance,Compliance Evidence Hub,13,8025.00,6,4495.00,Marketplace,Inbound,Invoiced,US Central,Priority,Subscription,Customer Managed,Advanced,Net New,24,No
850467,2026-04-12,2026-04,FY26-Q2,Asteria Foods,MidMarket,Consumer Goods,Spain,Europe,Skyler Bennett,Lakehouse,Optimization,Delta Optimization Pack,14,6450.00,3,3515.00,Direct,Outbound,Active,Europe North,Standard,Subscription,Customer Managed,Advanced,Expansion,12,No
850468,2026-04-13,2026-04,FY26-Q2,Borealis Health,Enterprise,Healthcare,Canada,North America,Parker Diaz,Governance,Catalog,Data Catalog Accelerator,23,6475.00,15,3395.00,Renewal Desk,Upsell,Provisioned,US East,Priority,Subscription,Azure Managed,Premier,Renewal,12,Yes
850469,2026-04-14,2026-04,FY26-Q2,Celestial Motors,Enterprise,Automotive,Germany,Europe,Cameron Kim,Platform,Enablement,Fabric Enablement Bundle,31,8050.00,10,4440.00,Direct,Inbound,Active,Europe North,Strategic,Subscription,Customer Managed,Premier,Net New,24,No
850470,2026-04-15,2026-04,FY26-Q2,Driftline Apparel,SMB,Retail,Australia,Asia Pacific,Avery Cole,Security,Compliance,Compliance Evidence Hub,39,8275.00,13,4705.00,Renewal Desk,Upsell,Renewal Pending,Asia Pacific South,Priority,Subscription,Hybrid,Essentials,Renewal,24,Yes
850471,2026-04-16,2026-04,FY26-Q2,Eclipse Networks,Enterprise,Telecommunications,United States,North America,Logan Chen,Lakehouse,Optimization,Delta Optimization Pack,45,6850.00,17,3805.00,Partner,Referral,Active,US West,Priority,Subscription,Hybrid,Premier,Net New,36,No
850472,2026-04-17,2026-04,FY26-Q2,Fathom Analytics,MidMarket,Technology,Ireland,Europe,Jordan Reyes,Governance,Catalog,Data Catalog Accelerator,6,5725.00,0,3020.00,Direct,Outbound,Invoiced,Europe North,Standard,Subscription,Customer Managed,Essentials,Expansion,24,No
850473,2026-04-18,2026-04,FY26-Q2,Greatwater Shipping,Enterprise,Logistics,Singapore,Asia Pacific,Skyler Bennett,Platform,Enablement,Fabric Enablement Bundle,16,8450.00,5,4645.00,Renewal Desk,Inbound,Invoiced,Asia Pacific East,Strategic,Subscription,Hybrid,Premier,Renewal,24,Yes
850474,2026-04-19,2026-04,FY26-Q2,Helios Devices,MidMarket,Manufacturing,Japan,Asia Pacific,Jordan Reyes,Security,Compliance,Compliance Evidence Hub,18,8225.00,0,4635.00,Partner,Event,Invoiced,Asia Pacific South,Standard,Subscription,Azure Managed,Essentials,Net New,12,No
850475,2026-04-20,2026-04,FY26-Q2,Ironclad Construction,MidMarket,Construction,United Arab Emirates,Middle East & Africa,Taylor Brooks,Lakehouse,Optimization,Delta Optimization Pack,32,6550.00,3,3655.00,Marketplace,Upsell,Invoiced,Middle East Hub,Standard,Subscription,Azure Managed,Essentials,Expansion,12,No
850476,2026-04-21,2026-04,FY26-Q2,Jetstream Travel,SMB,Travel,United Kingdom,Europe,Riley Morgan,Governance,Catalog,Data Catalog Accelerator,34,6275.00,15,3320.00,Renewal Desk,Inbound,Invoiced,Europe North,Priority,Subscription,Hybrid,Advanced,Renewal,24,Yes
850477,2026-04-22,2026-04,FY26-Q2,Kestrel Finance,Enterprise,Financial Services,United States,North America,Skyler Bennett,Platform,Enablement,Fabric Enablement Bundle,40,8150.00,10,4575.00,Marketplace,Upsell,Provisioned,US East,Strategic,Subscription,Azure Managed,Premier,Expansion,36,No
850478,2026-04-23,2026-04,FY26-Q2,Northstar Education,Public Sector,Education,Canada,North America,Reese Turner,Security,Compliance,Compliance Evidence Hub,5,8375.00,6,4620.00,Renewal Desk,Upsell,Provisioned,US Central,Priority,Subscription,Customer Managed,Premier,Renewal,12,Yes
850479,2026-04-24,2026-04,FY26-Q2,Optima Warehousing,MidMarket,Logistics,Netherlands,Europe,Cameron Kim,Lakehouse,Optimization,Delta Optimization Pack,11,6350.00,15,3555.00,Direct,Inbound,Provisioned,Europe North,Standard,Subscription,Customer Managed,Advanced,Net New,24,No
850480,2026-04-25,2026-04,FY26-Q2,Pulse Renewables,Enterprise,Energy,Australia,Asia Pacific,Quinn Foster,Governance,Catalog,Data Catalog Accelerator,16,5975.00,5,3350.00,Marketplace,Upsell,Booked,Asia Pacific East,Priority,Subscription,Azure Managed,Advanced,Expansion,36,No
850481,2026-04-26,2026-04,FY26-Q2,Alpine Manufacturing,Enterprise,Manufacturing,United States,North America,Parker Diaz,Services,Migration,Migration Sprint,2,15480.00,8,9380.00,Renewal Desk,Upsell,Invoiced,US East,Strategic,Professional Services,Customer Managed,Premier,Renewal,6,Yes
850482,2026-04-27,2026-04,FY26-Q2,Bluebird Retail,MidMarket,Retail,Canada,North America,Reese Turner,Data Integration,Streaming,Event Stream Bridge,29,4325.00,3,2415.00,Marketplace,Inbound,Active,US Central,Standard,Subscription,Customer Managed,Advanced,Net New,24,No
850483,2026-04-28,2026-04,FY26-Q2,Canyon Health,Enterprise,Healthcare,United States,North America,Taylor Brooks,AI,Forecasting,Forecast Studio,34,9000.00,10,4820.00,Marketplace,Upsell,Active,US Central,Strategic,Subscription,Customer Managed,Premier,Expansion,12,No
850484,2026-04-29,2026-04,FY26-Q2,Delta Logistics,MidMarket,Logistics,Germany,Europe,Avery Cole,Automation,Incident,Incident Response Pack,43,7325.00,12,3985.00,Partner,Referral,Invoiced,Europe West,Standard,Subscription,Hybrid,Essentials,Net New,12,No
850485,2026-04-30,2026-04,FY26-Q2,Evergreen Schools,Public Sector,Education,United States,North America,Quinn Foster,Services,Migration,Migration Sprint,6,15880.00,1,9685.00,Marketplace,Upsell,Booked,US Central,Priority,Professional Services,Hybrid,Premier,Expansion,6,No
850486,2026-05-01,2026-05,FY26-Q2,Frontier Energy,Enterprise,Energy,United Kingdom,Europe,Morgan Patel,Data Integration,Streaming,Event Stream Bridge,11,4825.00,5,2705.00,Renewal Desk,Upsell,Renewal Pending,Europe North,Priority,Subscription,Hybrid,Premier,Renewal,36,Yes
850487,2026-05-02,2026-05,FY26-Q2,Granite Aerospace,Enterprise,Aerospace,United States,North America,Skyler Bennett,AI,Forecasting,Forecast Studio,20,9400.00,5,5025.00,Direct,Outbound,Active,US West,Strategic,Subscription,Hybrid,Premier,Net New,12,No
850488,2026-05-03,2026-05,FY26-Q2,Harbor Foods,SMB,Consumer Goods,Brazil,Latin America,Jordan Reyes,Automation,Incident,Incident Response Pack,22,7325.00,6,4010.00,Marketplace,Upsell,Provisioned,Latin America South,Standard,Subscription,Azure Managed,Advanced,Expansion,12,No
850489,2026-05-04,2026-05,FY26-Q2,Ion Medical,Enterprise,Healthcare,Singapore,Asia Pacific,Casey Singh,Services,Migration,Migration Sprint,2,15650.00,10,9615.00,Renewal Desk,Inbound,Renewal Pending,Asia Pacific South,Strategic,Professional Services,Azure Managed,Premier,Renewal,3,Yes
850490,2026-05-05,2026-05,FY26-Q2,Juniper Telecom,MidMarket,Telecommunications,Australia,Asia Pacific,Logan Chen,Data Integration,Streaming,Event Stream Bridge,39,4525.00,8,2555.00,Partner,Referral,Invoiced,Asia Pacific East,Standard,Subscription,Azure Managed,Essentials,Net New,12,No
850491,2026-05-06,2026-05,FY26-Q2,Kepler Robotics,Enterprise,Technology,Japan,Asia Pacific,Jordan Reyes,AI,Forecasting,Forecast Studio,46,9000.00,17,4955.00,Renewal Desk,Inbound,Invoiced,Asia Pacific South,Strategic,Subscription,Azure Managed,Premier,Renewal,36,Yes
850492,2026-05-07,2026-05,FY26-Q2,Lighthouse Media,SMB,Media,United Kingdom,Europe,Quinn Foster,Automation,Incident,Incident Response Pack,8,6975.00,0,3815.00,Direct,Outbound,Provisioned,Europe West,Standard,Subscription,Customer Managed,Advanced,Net New,24,No
850493,2026-05-08,2026-05,FY26-Q2,Meridian Mining,Enterprise,Mining,South Africa,Middle East & Africa,Taylor Brooks,Services,Migration,Migration Sprint,6,15150.00,17,9335.00,Partner,Event,Booked,Africa South,Strategic,Professional Services,Customer Managed,Advanced,Expansion,3,No
850494,2026-05-09,2026-05,FY26-Q2,Nimbus Hotels,MidMarket,Hospitality,United Arab Emirates,Middle East & Africa,Parker Diaz,Data Integration,Streaming,Event Stream Bridge,19,4425.00,3,2455.00,Renewal Desk,Upsell,Provisioned,Middle East Hub,Priority,Subscription,Customer Managed,Advanced,Renewal,12,Yes
850495,2026-05-10,2026-05,FY26-Q2,Orchard Biotech,Enterprise,Biotech,United States,North America,Riley Morgan,AI,Forecasting,Forecast Studio,28,9000.00,5,4860.00,Marketplace,Upsell,Active,US Central,Strategic,Subscription,Customer Managed,Premier,Net New,12,No
850496,2026-05-11,2026-05,FY26-Q2,Pioneer Insurance,MidMarket,Insurance,Canada,North America,Morgan Patel,Automation,Incident,Incident Response Pack,37,7475.00,8,4020.00,Partner,Referral,Provisioned,US West,Standard,Subscription,Hybrid,Advanced,Expansion,12,No
850497,2026-05-12,2026-05,FY26-Q2,Quantum Freight,Enterprise,Logistics,Germany,Europe,Casey Singh,Services,Migration,Migration Sprint,2,15880.00,13,9625.00,Renewal Desk,Inbound,Provisioned,Europe West,Strategic,Professional Services,Hybrid,Premier,Renewal,6,Yes
850498,2026-05-13,2026-05,FY26-Q2,Redwood Capital,Enterprise,Financial Services,United States,North America,Morgan Patel,Data Integration,Streaming,Event Stream Bridge,49,4575.00,14,2660.00,Direct,Inbound,Invoiced,US West,Priority,Subscription,Hybrid,Advanced,Expansion,36,No
850499,2026-05-14,2026-05,FY26-Q2,Summit Utilities,Public Sector,Utilities,United Kingdom,Europe,Reese Turner,AI,Forecasting,Forecast Studio,11,9150.00,8,4980.00,Renewal Desk,Upsell,Renewal Pending,Europe West,Priority,Subscription,Hybrid,Advanced,Renewal,12,Yes
850500,2026-05-15,2026-05,FY26-Q2,Tidal Commerce,SMB,Retail,Singapore,Asia Pacific,Taylor Brooks,Automation,Incident,Incident Response Pack,16,7075.00,1,3955.00,Marketplace,Upsell,Booked,Asia Pacific South,Standard,Subscription,Azure Managed,Essentials,Net New,24,No
850501,2026-05-16,2026-05,FY26-Q2,Umbra Security,MidMarket,Cybersecurity,Israel,Middle East & Africa,Reese Turner,Services,Migration,Migration Sprint,6,15250.00,15,9375.00,Direct,Inbound,Provisioned,Africa South,Standard,Professional Services,Azure Managed,Essentials,Expansion,3,No
850502,2026-05-17,2026-05,FY26-Q2,Vector Mobility,Enterprise,Transportation,Japan,Asia Pacific,Logan Chen,Data Integration,Streaming,Event Stream Bridge,31,4425.00,10,2590.00,Renewal Desk,Upsell,Invoiced,Asia Pacific East,Priority,Subscription,Azure Managed,Advanced,Renewal,36,Yes
850503,2026-05-18,2026-05,FY26-Q2,Westbridge Pharma,Enterprise,Pharmaceuticals,Switzerland,Europe,Taylor Brooks,AI,Forecasting,Forecast Studio,40,9150.00,10,4995.00,Partner,Event,Provisioned,Europe West,Strategic,Subscription,Azure Managed,Premier,Net New,24,No
850504,2026-05-19,2026-05,FY26-Q2,Xenon Labs,SMB,Technology,India,Asia Pacific,Taylor Brooks,Automation,Incident,Incident Response Pack,40,6925.00,12,3760.00,Direct,Outbound,Booked,Asia Pacific South,Standard,Subscription,Customer Managed,Essentials,Expansion,12,No
850505,2026-05-20,2026-05,FY26-Q2,Yellowtail Resorts,SMB,Hospitality,Mexico,Latin America,Logan Chen,Services,Migration,Migration Sprint,2,15150.00,10,9280.00,Partner,Referral,Booked,Latin America South,Standard,Professional Services,Customer Managed,Essentials,Net New,12,No
850506,2026-05-21,2026-05,FY26-Q2,Zenith Public Works,Public Sector,Government,United States,North America,Morgan Patel,Data Integration,Streaming,Event Stream Bridge,17,4175.00,3,2395.00,Marketplace,Inbound,Invoiced,US Central,Priority,Subscription,Customer Managed,Advanced,Expansion,36,No
850507,2026-05-22,2026-05,FY26-Q2,Asteria Foods,MidMarket,Consumer Goods,Spain,Europe,Taylor Brooks,AI,Forecasting,Forecast Studio,18,8650.00,18,4715.00,Renewal Desk,Inbound,Provisioned,Europe West,Priority,Subscription,Customer Managed,Advanced,Renewal,24,Yes
850508,2026-05-23,2026-05,FY26-Q2,Borealis Health,Enterprise,Healthcare,Canada,North America,Avery Cole,Automation,Incident,Incident Response Pack,27,7625.00,7,4145.00,Partner,Referral,Provisioned,US West,Priority,Subscription,Hybrid,Premier,Net New,24,No
850509,2026-05-24,2026-05,FY26-Q2,Celestial Motors,Enterprise,Automotive,Germany,Europe,Parker Diaz,Services,Migration,Migration Sprint,6,15950.00,3,9665.00,Marketplace,Inbound,Invoiced,Europe West,Strategic,Professional Services,Hybrid,Premier,Expansion,12,No
850510,2026-05-25,2026-05,FY26-Q2,Driftline Apparel,SMB,Retail,Australia,Asia Pacific,Cameron Kim,Data Integration,Streaming,Event Stream Bridge,43,4425.00,11,2605.00,Renewal Desk,Upsell,Renewal Pending,Asia Pacific East,Priority,Subscription,Hybrid,Essentials,Renewal,36,Yes
850511,2026-05-26,2026-05,FY26-Q2,Eclipse Networks,Enterprise,Telecommunications,United States,North America,Reese Turner,AI,Forecasting,Forecast Studio,49,9400.00,12,5005.00,Direct,Inbound,Active,US West,Strategic,Subscription,Hybrid,Premier,Net New,12,No
850512,2026-05-27,2026-05,FY26-Q2,Fathom Analytics,MidMarket,Technology,Ireland,Europe,Riley Morgan,Automation,Incident,Incident Response Pack,10,6925.00,15,3895.00,Renewal Desk,Inbound,Provisioned,Europe West,Priority,Subscription,Azure Managed,Essentials,Renewal,36,Yes
850513,2026-05-28,2026-05,FY26-Q2,Greatwater Shipping,Enterprise,Logistics,Singapore,Asia Pacific,Taylor Brooks,Services,Migration,Migration Sprint,2,15800.00,14,9595.00,Direct,Outbound,Booked,Asia Pacific South,Strategic,Professional Services,Azure Managed,Premier,Net New,12,No
850514,2026-05-29,2026-05,FY26-Q2,Helios Devices,MidMarket,Manufacturing,Japan,Asia Pacific,Riley Morgan,Data Integration,Streaming,Event Stream Bridge,22,4425.00,15,2535.00,Partner,Event,Invoiced,Asia Pacific East,Standard,Subscription,Azure Managed,Essentials,Expansion,24,No
850515,2026-05-30,2026-05,FY26-Q2,Ironclad Construction,MidMarket,Construction,United Arab Emirates,Middle East & Africa,Casey Singh,AI,Forecasting,Forecast Studio,36,8750.00,3,4855.00,Renewal Desk,Inbound,Invoiced,Africa South,Priority,Subscription,Azure Managed,Essentials,Renewal,24,Yes
850516,2026-05-31,2026-05,FY26-Q2,Jetstream Travel,SMB,Travel,United Kingdom,Europe,Quinn Foster,Automation,Incident,Incident Response Pack,38,6825.00,8,3795.00,Direct,Outbound,Provisioned,Europe West,Standard,Subscription,Customer Managed,Advanced,Net New,36,No
850517,2026-06-01,2026-06,FY26-Q2,Kestrel Finance,Enterprise,Financial Services,United States,North America,Taylor Brooks,Services,Migration,Migration Sprint,6,15400.00,7,9400.00,Partner,Event,Booked,US East,Strategic,Professional Services,Customer Managed,Premier,Expansion,3,No
850518,2026-06-02,2026-06,FY26-Q2,Northstar Education,Public Sector,Education,Canada,North America,Morgan Patel,Data Integration,Streaming,Event Stream Bridge,9,4575.00,3,2520.00,Renewal Desk,Upsell,Provisioned,US Central,Priority,Subscription,Customer Managed,Premier,Renewal,24,Yes
850519,2026-06-03,2026-06,FY26-Q2,Optima Warehousing,MidMarket,Logistics,Netherlands,Europe,Parker Diaz,AI,Forecasting,Forecast Studio,15,8500.00,8,4755.00,Marketplace,Inbound,Provisioned,Europe West,Standard,Subscription,Customer Managed,Advanced,Expansion,36,No
850520,2026-06-04,2026-06,FY26-Q2,Pulse Renewables,Enterprise,Energy,Australia,Asia Pacific,Jordan Reyes,Automation,Incident,Incident Response Pack,20,7475.00,5,4100.00,Renewal Desk,Inbound,Invoiced,Asia Pacific South,Priority,Subscription,Hybrid,Advanced,Renewal,12,Yes
850521,2026-06-05,2026-06,FY26-Q2,Alpine Manufacturing,Enterprise,Manufacturing,United States,North America,Avery Cole,Security,Identity,Identity Guard for Fabric,31,7650.00,15,4355.00,Marketplace,Inbound,Provisioned,US East,Priority,Subscription,Azure Managed,Premier,Net New,36,No
850522,2026-06-06,2026-06,FY26-Q2,Bluebird Retail,MidMarket,Retail,Canada,North America,Morgan Patel,Analytics,Executive Reporting,Executive Scorecard Model,33,7525.00,0,4190.00,Direct,Inbound,Active,US East,Standard,Subscription,Azure Managed,Advanced,Expansion,36,No
850523,2026-06-07,2026-06,FY26-Q2,Canyon Health,Enterprise,Healthcare,United States,North America,Casey Singh,Governance,Security,Access Policy Monitor,38,6800.00,13,3645.00,Renewal Desk,Inbound,Renewal Pending,US West,Priority,Subscription,Hybrid,Premier,Renewal,24,Yes
850524,2026-06-08,2026-06,FY26-Q2,Delta Logistics,MidMarket,Logistics,Germany,Europe,Cameron Kim,Managed Services,Support,Managed Monitoring Service,2,9425.00,5,5730.00,Direct,Inbound,Invoiced,Europe North,Standard,Managed Services,Azure Managed,Advanced,Net New,24,No
850525,2026-06-09,2026-06,FY26-Q2,Evergreen Schools,Public Sector,Education,United States,North America,Jordan Reyes,Security,Identity,Identity Guard for Fabric,10,7400.00,15,4260.00,Direct,Outbound,Provisioned,US Central,Priority,Subscription,Customer Managed,Premier,Expansion,36,No
850526,2026-06-10,2026-06,FY26-Q2,Frontier Energy,Enterprise,Energy,United Kingdom,Europe,Logan Chen,Analytics,Executive Reporting,Executive Scorecard Model,15,7775.00,14,4080.00,Partner,Referral,Active,Europe North,Priority,Subscription,Customer Managed,Premier,Net New,12,No
850527,2026-06-11,2026-06,FY26-Q2,Granite Aerospace,Enterprise,Aerospace,United States,North America,Taylor Brooks,Governance,Security,Access Policy Monitor,24,6650.00,2,3575.00,Partner,Event,Active,US East,Priority,Subscription,Azure Managed,Premier,Expansion,24,No
850528,2026-06-12,2026-06,FY26-Q2,Harbor Foods,SMB,Consumer Goods,Brazil,Latin America,Riley Morgan,Managed Services,Support,Managed Monitoring Service,1,9675.00,3,5795.00,Renewal Desk,Inbound,Invoiced,Latin America South,Priority,Managed Services,Azure Managed,Premier,Renewal,24,Yes
850529,2026-06-13,2026-06,FY26-Q2,Ion Medical,Enterprise,Healthcare,Singapore,Asia Pacific,Skyler Bennett,Security,Identity,Identity Guard for Fabric,32,7950.00,2,4465.00,Partner,Event,Provisioned,Asia Pacific East,Priority,Subscription,Hybrid,Premier,Net New,24,No
850530,2026-06-14,2026-06,FY26-Q2,Juniper Telecom,MidMarket,Telecommunications,Australia,Asia Pacific,Reese Turner,Analytics,Executive Reporting,Executive Scorecard Model,43,7675.00,1,4205.00,Marketplace,Inbound,Invoiced,Asia Pacific East,Standard,Subscription,Hybrid,Essentials,Expansion,24,No
850531,2026-06-15,2026-06,FY26-Q2,Kepler Robotics,Enterprise,Technology,Japan,Asia Pacific,Riley Morgan,Governance,Security,Access Policy Monitor,50,6500.00,15,3380.00,Renewal Desk,Inbound,Provisioned,Asia Pacific East,Priority,Subscription,Customer Managed,Premier,Renewal,12,Yes
850532,2026-06-16,2026-06,FY26-Q2,Lighthouse Media,SMB,Media,United Kingdom,Europe,Jordan Reyes,Managed Services,Support,Managed Monitoring Service,2,9525.00,8,5775.00,Marketplace,Upsell,Provisioned,Europe North,Standard,Managed Services,Azure Managed,Premier,Net New,36,No
850533,2026-06-17,2026-06,FY26-Q2,Meridian Mining,Enterprise,Mining,South Africa,Middle East & Africa,Casey Singh,Security,Identity,Identity Guard for Fabric,18,7550.00,15,4310.00,Renewal Desk,Inbound,Provisioned,Middle East Hub,Priority,Subscription,Azure Managed,Advanced,Renewal,24,Yes
850534,2026-06-18,2026-06,FY26-Q2,Nimbus Hotels,MidMarket,Hospitality,United Arab Emirates,Middle East & Africa,Avery Cole,Analytics,Executive Reporting,Executive Scorecard Model,23,7675.00,12,4230.00,Direct,Inbound,Provisioned,Middle East Hub,Standard,Subscription,Azure Managed,Advanced,Net New,24,No
850535,2026-06-19,2026-06,FY26-Q2,Orchard Biotech,Enterprise,Biotech,United States,North America,Quinn Foster,Governance,Security,Access Policy Monitor,32,6800.00,5,3685.00,Direct,Outbound,Active,US West,Priority,Subscription,Hybrid,Premier,Expansion,24,No
850536,2026-06-20,2026-06,FY26-Q2,Pioneer Insurance,MidMarket,Insurance,Canada,North America,Logan Chen,Managed Services,Support,Managed Monitoring Service,1,9675.00,3,5755.00,Renewal Desk,Upsell,Renewal Pending,US West,Priority,Managed Services,Azure Managed,Premier,Renewal,24,Yes
850537,2026-06-21,2026-06,FY26-Q2,Quantum Freight,Enterprise,Logistics,Germany,Europe,Skyler Bennett,Security,Identity,Identity Guard for Fabric,46,7400.00,5,4200.00,Direct,Outbound,Active,Europe North,Priority,Subscription,Customer Managed,Premier,Net New,36,No
850538,2026-06-22,2026-06,FY26-Q2,Redwood Capital,Enterprise,Financial Services,United States,North America,Logan Chen,Analytics,Executive Reporting,Executive Scorecard Model,7,7525.00,10,4035.00,Partner,Referral,Invoiced,US Central,Priority,Subscription,Customer Managed,Advanced,Expansion,12,No
850539,2026-06-23,2026-06,FY26-Q2,Summit Utilities,Public Sector,Utilities,United Kingdom,Europe,Morgan Patel,Governance,Security,Access Policy Monitor,15,6400.00,6,3530.00,Renewal Desk,Upsell,Invoiced,Europe North,Priority,Subscription,Azure Managed,Advanced,Renewal,24,Yes
850540,2026-06-24,2026-06,FY26-Q2,Tidal Commerce,SMB,Retail,Singapore,Asia Pacific,Casey Singh,Managed Services,Support,Managed Monitoring Service,4,9275.00,12,5750.00,Partner,Event,Booked,Asia Pacific East,Standard,Managed Services,Azure Managed,Advanced,Expansion,36,No
850541,2026-06-25,2026-06,FY26-Q2,Umbra Security,MidMarket,Cybersecurity,Israel,Middle East & Africa,Morgan Patel,Security,Identity,Identity Guard for Fabric,27,7550.00,13,4225.00,Renewal Desk,Upsell,Invoiced,Middle East Hub,Priority,Subscription,Hybrid,Essentials,Renewal,24,Yes
